customer_id,age,gender,income_bucket,orders_last_12m,recency_days,avg_order_value,website_visits_30d,email_opens_90d,top_category,cat_share_electronics,cat_share_apparel,cat_share_home,cat_share_beauty,cat_share_groceries,cat_share_sports,discount_exposed_30d,feedback_text,purchase_next_30d
4389,41,M,Mid,3,24,45.47,11,8,Sports,0.195,0.223,0.179,0.015,0.044,0.344,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4390,39,M,Mid,12,35,43.29,9,4,Home,0.032,0.047,0.58,0.28,0.029,0.032,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
4391,32,F,Mid,9,78,248.37,4,0,Electronics,0.357,0.034,0.207,0.212,0.174,0.016,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4392,39,M,High,0,479,28.73,0,3,Electronics,0.402,0.161,0.002,0.235,0.107,0.094,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4393,45,F,Low,14,67,51.91,16,5,Electronics,0.505,0.014,0.022,0.05,0.329,0.08,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4394,44,M,High,1,439,31.73,0,4,Groceries,0.338,0,0.105,0.118,0.357,0.083,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4395,23,F,Low,2,477,31.36,1,4,Home,0.193,0.021,0.5,0.026,0.058,0.202,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4396,33,M,Mid,1,670,20.41,0,7,Home,0.002,0.128,0.596,0.084,0.182,0.007,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4397,36,M,Low,4,55,71.09,8,8,Groceries,0.243,0.3,0.053,0.007,0.346,0.051,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4398,23,M,Mid,3,47,98.79,5,3,Sports,0.007,0.17,0.012,0.145,0.128,0.538,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4399,28,M,Mid,10,67,42.85,15,2,Beauty,0.187,0.122,0.129,0.243,0.223,0.096,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4400,36,M,Mid,8,16,37.67,11,9,Groceries,0.097,0.247,0.01,0.213,0.359,0.074,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4401,27,M,Mid,10,62,28.28,13,5,Sports,0.05,0.184,0.148,0.269,0.067,0.282,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,1
4402,19,M,Low,10,114,84.99,11,5,Home,0.025,0.144,0.569,0.075,0.168,0.018,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4403,37,M,Mid,13,24,47.11,12,8,Electronics,0.311,0.042,0.099,0.277,0.042,0.229,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4404,44,F,Mid,8,45,34.02,13,6,Home,0.103,0.161,0.481,0.05,0.047,0.158,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4405,29,F,Mid,14,75,41.29,18,5,Beauty,0.127,0.063,0.083,0.552,0.125,0.05,1,"For the price, I think this product provides great value and I would happily recommend it to others.",0
4406,63,M,Mid,6,119,67.64,9,3,Electronics,0.429,0.015,0.165,0.075,0.126,0.19,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4407,43,F,Low,1,591,30.14,2,3,Beauty,0.005,0.217,0.038,0.601,0.117,0.022,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4408,38,M,Mid,2,532,34.43,0,4,Electronics,0.323,0.277,0.088,0.226,0.051,0.035,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
4409,22,M,Mid,2,436,38.63,0,7,Beauty,0.127,0.141,0.069,0.251,0.222,0.19,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
4410,19,M,Mid,3,367,27.25,0,7,Home,0.033,0.109,0.292,0.272,0.148,0.145,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4411,48,F,Mid,9,15,39.52,14,4,Groceries,0.154,0.217,0.137,0.111,0.367,0.015,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4412,41,M,Mid,1,604,29.81,1,8,Electronics,0.362,0.017,0.123,0.344,0.037,0.117,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4413,22,M,High,5,57,84.94,9,9,Home,0.183,0.098,0.342,0.02,0.095,0.262,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4414,33,F,Mid,6,76,67.63,15,4,Groceries,0.046,0.073,0.245,0.111,0.297,0.228,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,1
4415,45,M,Low,12,39,37.39,15,7,Sports,0.003,0.098,0.043,0.121,0.349,0.386,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4416,35,M,Mid,10,29,44.87,9,3,Sports,0.166,0.027,0.236,0.142,0.096,0.333,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
4417,36,M,Mid,4,35,91,16,1,Sports,0.181,0.119,0.038,0.236,0.06,0.366,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4418,43,M,Low,7,55,38.98,11,3,Groceries,0.172,0.214,0.081,0.039,0.408,0.085,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4419,18,F,Low,7,121,139.43,4,7,Home,0.078,0.124,0.428,0.251,0.013,0.107,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4420,37,F,Mid,13,64,37.35,9,5,Groceries,0.107,0.063,0.383,0.011,0.394,0.042,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",1
4421,27,M,Mid,1,636,24.93,1,2,Electronics,0.406,0.102,0.275,0.21,0.005,0.003,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4422,29,F,Low,3,135,66.79,10,3,Groceries,0.306,0.103,0.076,0.04,0.46,0.015,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4423,35,F,Mid,7,75,250.27,4,4,Electronics,0.353,0.218,0.132,0.211,0.036,0.051,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4424,42,M,Low,8,36,41.29,11,2,Beauty,0.25,0.129,0.113,0.342,0.049,0.117,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4425,30,F,Low,2,309,37.64,0,2,Electronics,0.474,0.23,0.006,0.136,0.107,0.047,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4426,40,F,Mid,2,307,23.93,1,4,Beauty,0.139,0.008,0.036,0.606,0.118,0.093,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4427,33,F,Mid,8,49,45.05,7,4,Home,0.029,0.084,0.559,0.004,0.235,0.089,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4428,35,F,Mid,7,96,81.57,10,2,Groceries,0.073,0.252,0.145,0.031,0.494,0.006,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4429,25,M,High,5,77,63.25,8,6,Beauty,0.11,0.088,0.054,0.424,0.254,0.069,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4430,41,M,Low,1,334,25.19,2,8,Home,0.027,0.068,0.419,0.34,0.031,0.115,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4431,31,F,High,3,86,189,3,4,Apparel,0.044,0.264,0.225,0.208,0.257,0.002,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4432,23,F,Mid,3,28,189.59,8,5,Sports,0.093,0.154,0.145,0.245,0.086,0.277,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4433,18,M,Mid,8,17,33.71,13,6,Home,0.222,0.227,0.29,0.048,0.125,0.088,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4434,30,F,Mid,2,26,198.34,8,3,Sports,0.267,0.226,0.182,0.021,0.026,0.277,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4435,38,F,Low,2,518,30.53,1,6,Groceries,0.197,0.014,0.163,0.121,0.48,0.025,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4436,49,M,Mid,4,67,91.84,6,6,Sports,0.02,0.124,0.028,0.056,0.189,0.584,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4437,50,M,Low,10,89,39.91,12,3,Groceries,0.227,0.149,0.167,0.023,0.396,0.039,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4438,20,F,Mid,10,65,102.99,5,4,Sports,0.097,0.131,0.044,0.079,0.082,0.567,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4439,37,F,Mid,5,96,146.95,6,5,Beauty,0.142,0.03,0.037,0.68,0.033,0.077,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4440,31,F,Mid,11,91,46.37,16,4,Beauty,0.17,0.001,0.082,0.349,0.061,0.337,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4441,41,F,Low,0,680,25.9,0,4,Sports,0.058,0.34,0.028,0.002,0.093,0.478,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4442,36,F,Mid,4,85,87.46,4,5,Electronics,0.579,0.016,0.213,0.011,0.038,0.143,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4443,18,F,Low,5,62,118.5,5,8,Home,0.012,0.31,0.35,0.13,0.065,0.133,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4444,58,F,Mid,0,596,24.16,2,5,Beauty,0.138,0.013,0.059,0.463,0.037,0.29,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
4445,41,F,Mid,1,686,33.97,0,4,Beauty,0.193,0.138,0.145,0.243,0.116,0.164,1,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4446,35,F,High,4,121,169.27,9,6,Groceries,0.061,0.117,0.026,0.271,0.5,0.025,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4447,52,M,Mid,0,561,28.98,1,5,Sports,0.215,0.059,0.153,0.039,0.021,0.513,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4448,29,M,Mid,8,78,72.56,10,9,Sports,0.097,0.019,0.106,0.042,0.117,0.619,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4449,43,M,Mid,6,39,67.06,16,5,Electronics,0.302,0.179,0.121,0.017,0.195,0.187,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4450,24,M,Mid,6,51,247.44,3,7,Home,0.056,0.293,0.411,0.005,0.024,0.21,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4451,21,F,Low,6,11,207.16,7,13,Electronics,0.287,0.223,0.15,0.01,0.287,0.043,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",1
4452,29,F,Mid,6,195,68.55,12,6,Home,0.035,0.253,0.276,0.182,0.144,0.109,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4453,37,M,Low,9,175,78.4,9,6,Sports,0.175,0.089,0.007,0.092,0.149,0.489,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4454,28,M,Low,7,129,57.02,12,5,Apparel,0.074,0.341,0.163,0.065,0.156,0.201,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4455,29,M,High,4,97,82.45,3,5,Groceries,0.079,0.088,0.255,0.036,0.347,0.196,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4456,49,F,Mid,0,501,23.02,4,3,Sports,0.078,0.085,0.024,0.054,0.09,0.67,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4457,44,F,Mid,13,30,51.92,12,12,Groceries,0.082,0.23,0.303,0.029,0.346,0.011,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4458,44,M,Mid,13,65,38.81,12,7,Groceries,0.022,0.268,0.286,0.055,0.301,0.068,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4459,35,M,Mid,1,730,32.06,0,3,Home,0.164,0.085,0.493,0.018,0.174,0.065,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4460,26,F,High,1,78,78.6,17,4,Apparel,0.253,0.359,0.282,0.016,0.052,0.039,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4461,25,M,Mid,7,166,80.67,14,7,Electronics,0.348,0.031,0.17,0.337,0.063,0.05,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4462,22,M,Mid,0,559,23.78,2,9,Home,0.251,0.014,0.267,0.123,0.161,0.184,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4463,42,F,Low,4,126,194.02,6,5,Apparel,0.078,0.626,0.034,0.178,0.007,0.077,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4464,32,F,Mid,10,37,94.4,7,4,Beauty,0.099,0.231,0.178,0.243,0.22,0.03,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4465,42,M,Mid,6,70,246.26,5,7,Apparel,0.096,0.349,0.231,0.146,0.112,0.067,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4466,50,F,Mid,5,21,35.09,17,3,Beauty,0.009,0.205,0.148,0.327,0.266,0.044,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",1
4467,18,M,Low,14,6,47.45,10,9,Home,0.141,0.117,0.249,0.156,0.147,0.19,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4468,31,M,Mid,2,26,197.79,6,4,Groceries,0.074,0.06,0.028,0.222,0.318,0.297,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
4469,40,F,Low,3,85,139.58,8,10,Beauty,0.04,0.169,0.015,0.679,0.006,0.091,1,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4470,26,M,Mid,0,639,24.63,0,11,Beauty,0.13,0.241,0.096,0.325,0.061,0.148,0,"For the price, I think this product provides great value and I would happily recommend it to others.",0
4471,30,M,Mid,8,188,85.44,11,4,Groceries,0.136,0.05,0.045,0.028,0.666,0.075,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4472,21,M,Mid,11,84,38.29,9,6,Beauty,0.037,0.16,0.079,0.517,0.071,0.135,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
4473,52,F,Mid,2,439,28.74,1,4,Home,0.201,0.141,0.358,0.067,0.04,0.193,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4474,31,M,Mid,8,9,46.78,9,6,Sports,0.298,0.124,0.064,0.073,0.076,0.365,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
4475,25,F,Mid,6,134,241.78,8,5,Electronics,0.352,0.116,0.142,0.017,0.259,0.115,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4476,40,M,Low,9,40,33.88,13,4,Groceries,0.082,0.065,0.038,0.28,0.364,0.17,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,1
4477,38,F,Low,4,21,95.16,7,6,Sports,0.194,0.199,0.016,0.159,0.057,0.375,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4478,18,F,Mid,5,63,101.17,5,3,Beauty,0.063,0.112,0.025,0.456,0.143,0.2,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4479,44,M,Mid,4,95,189.11,4,5,Groceries,0.113,0.15,0.222,0.186,0.267,0.062,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4480,32,F,Mid,1,491,34.93,0,4,Electronics,0.397,0.127,0.24,0.045,0.064,0.128,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4481,21,M,Low,6,130,91.1,7,13,Beauty,0.025,0.108,0.088,0.535,0.189,0.055,1,"For the money I paid, this product was not worth it and I felt disappointed.",0
4482,18,F,High,5,25,83.92,10,8,Electronics,0.447,0.006,0.023,0.002,0.426,0.096,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4483,24,M,Low,2,607,30.66,0,5,Home,0.068,0.031,0.43,0.235,0.231,0.004,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4484,43,M,Mid,7,35,36.1,14,4,Apparel,0.095,0.5,0.008,0.035,0.317,0.045,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4485,40,M,Mid,2,485,34.78,2,4,Apparel,0.119,0.311,0.19,0.022,0.134,0.224,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4486,37,M,Mid,16,76,51.58,18,9,Groceries,0.175,0.04,0.227,0.005,0.457,0.096,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4487,34,M,Mid,0,759,19.67,2,6,Beauty,0.063,0.144,0.047,0.48,0.018,0.249,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4488,40,F,Mid,8,43,33.11,13,5,Sports,0.271,0.104,0.071,0.116,0.13,0.308,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4489,41,M,Mid,2,97,200.34,1,3,Home,0.006,0.016,0.442,0.099,0.218,0.219,1,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4490,33,F,High,5,61,255.34,9,6,Electronics,0.383,0.054,0.23,0.089,0.042,0.202,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4491,23,M,Mid,3,697,26.19,2,8,Sports,0.089,0.356,0.043,0.002,0.048,0.462,0,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4492,49,F,Mid,3,13,234.12,7,2,Groceries,0.05,0.133,0.181,0.247,0.33,0.058,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4493,40,F,Mid,4,52,235.27,4,4,Home,0.059,0.255,0.406,0.032,0.16,0.088,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4494,47,M,Low,9,41,40.77,10,10,Apparel,0.202,0.434,0.149,0.029,0.017,0.169,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4495,40,F,High,1,703,28.96,0,1,Sports,0.043,0.14,0.189,0.176,0.174,0.278,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4496,28,F,Mid,1,541,26.13,1,7,Home,0.115,0.13,0.328,0.238,0.061,0.128,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4497,20,F,Low,8,32,80.04,10,8,Electronics,0.32,0.254,0.115,0.117,0.051,0.143,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4498,42,M,High,3,117,72.95,11,4,Electronics,0.336,0.136,0.183,0.11,0.204,0.03,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4499,32,M,High,1,635,35.58,0,1,Home,0.293,0.016,0.547,0.033,0.084,0.027,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4500,19,F,Low,3,327,41.65,2,11,Beauty,0.283,0.129,0.047,0.307,0.208,0.026,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4501,28,F,Mid,7,27,38.11,21,5,Sports,0.018,0.153,0.004,0.189,0.098,0.539,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4502,28,M,Mid,0,782,28.89,0,4,Sports,0.064,0.04,0.379,0.058,0.044,0.416,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4503,31,F,Mid,8,95,31.74,15,4,Electronics,0.393,0.073,0.021,0.043,0.191,0.279,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4504,30,F,Mid,3,107,152.29,7,4,Groceries,0.069,0.016,0.15,0.248,0.496,0.02,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4505,36,M,Low,12,94,45.8,17,3,Beauty,0.029,0.324,0.062,0.376,0.146,0.062,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4506,36,M,High,3,32,255.51,6,7,Electronics,0.339,0.319,0.006,0.013,0.035,0.288,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4507,48,M,Mid,0,596,26.03,0,2,Beauty,0.003,0.14,0.058,0.438,0.077,0.284,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4508,23,F,Mid,10,64,51.96,12,2,Apparel,0.019,0.351,0.013,0.141,0.234,0.242,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4509,31,F,High,0,762,30,0,3,Sports,0.131,0.024,0.212,0.112,0.02,0.501,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4510,51,M,Low,4,60,172.21,5,6,Sports,0.164,0.004,0.117,0.158,0.216,0.341,1,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4511,26,F,Mid,9,14,53.5,13,6,Electronics,0.316,0.108,0.115,0.042,0.278,0.142,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4512,30,M,Mid,1,489,33.28,1,13,Apparel,0.139,0.256,0.242,0.166,0.142,0.056,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4513,29,F,Mid,8,41,59.71,9,6,Beauty,0.172,0.04,0.113,0.331,0.018,0.325,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4514,44,M,High,5,13,40.1,9,7,Electronics,0.252,0.139,0.198,0.18,0.036,0.196,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4515,25,F,Low,15,40,31.49,11,1,Sports,0.228,0.269,0.006,0.037,0.138,0.322,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",1
4516,35,M,Mid,5,131,233.94,3,3,Home,0.032,0.037,0.328,0.155,0.211,0.238,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4517,47,F,Mid,4,82,39.21,8,8,Apparel,0.084,0.356,0.134,0.074,0.088,0.263,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4518,49,F,High,2,773,30.76,0,2,Beauty,0.064,0.184,0.165,0.38,0.006,0.202,0,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4519,37,M,Mid,4,90,216.9,11,7,Sports,0.088,0.189,0.071,0.137,0.241,0.274,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4520,43,F,Low,2,305,31.9,0,6,Apparel,0.08,0.474,0.091,0.204,0.144,0.006,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4521,29,F,Mid,11,28,36.96,10,6,Beauty,0.056,0.063,0.263,0.274,0.23,0.115,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4522,32,F,Low,5,72,35.22,12,5,Groceries,0.087,0.096,0.182,0.1,0.271,0.264,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",1
4523,33,M,Low,5,89,79.01,12,3,Beauty,0.169,0.24,0.127,0.253,0.199,0.011,1,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4524,29,F,Mid,15,67,33.61,16,10,Home,0.161,0.034,0.434,0.038,0.253,0.08,0,I am thinking of canceling the subscription because it doesn’t seem worthwhile anymore.,0
4525,51,F,High,5,135,51.74,10,5,Apparel,0.081,0.395,0.337,0.066,0.084,0.036,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4526,39,M,Low,12,71,44.35,14,8,Sports,0.242,0.127,0.011,0.015,0.211,0.394,0,"For the price, I think this product provides great value and I would happily recommend it to others.",1
4527,42,F,Low,4,119,73.63,7,6,Home,0.267,0.015,0.295,0.285,0.077,0.061,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4528,23,F,Mid,4,53,210.19,4,5,Beauty,0.099,0.102,0.096,0.495,0.181,0.027,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,1
4529,29,F,Low,7,182,103.72,11,2,Apparel,0.174,0.305,0.019,0.213,0.206,0.084,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4530,39,F,Mid,1,121,206.37,6,5,Sports,0.189,0.005,0.188,0.195,0.056,0.367,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4531,46,M,Low,7,152,76.55,11,6,Beauty,0.086,0.241,0.026,0.483,0.121,0.043,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",1
4532,41,M,High,4,114,223.08,6,9,Home,0.103,0.062,0.568,0.238,0.006,0.023,1,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4533,31,M,Mid,12,82,47,13,7,Home,0.105,0.012,0.539,0.059,0.276,0.01,1,"Delivery was delayed and it arrived later than promised, which ruined the overall experience.",0
4534,23,M,Low,0,551,27.89,1,8,Electronics,0.384,0.183,0.014,0.009,0.168,0.242,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4535,19,M,Low,0,509,30.65,1,4,Apparel,0.028,0.347,0.212,0.054,0.036,0.323,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4536,28,M,High,1,433,24.04,0,5,Home,0.024,0.122,0.679,0.129,0.036,0.009,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4537,43,M,Low,5,128,122.72,8,1,Electronics,0.514,0.136,0.188,0.055,0.078,0.029,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4538,46,F,Low,4,386,28.35,1,4,Beauty,0.077,0.02,0.092,0.454,0.206,0.151,0,"The quality of the product felt poor, materials seemed cheap, and I doubt it will last long.",0
4539,27,F,Mid,8,32,74.73,9,2,Home,0.126,0.252,0.339,0.017,0.09,0.176,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4540,44,M,Mid,5,97,90.78,7,4,Beauty,0.183,0.063,0.35,0.357,0.006,0.041,1,"The quality of the product is excellent, it feels durable and well-made, and I’m very satisfied.",0
4541,43,M,Mid,8,35,49.36,9,3,Home,0.033,0.087,0.491,0.12,0.213,0.055,1,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",1
4542,29,M,Mid,7,5,41.33,10,7,Apparel,0.194,0.388,0.005,0.02,0.208,0.184,0,"For the money I paid, this product was not worth it and I felt disappointed.",1
4543,36,M,Low,3,100,75.69,7,3,Sports,0.313,0.112,0.073,0.011,0.166,0.326,0,The product is too expensive compared to alternatives and I don’t think it justifies the cost.,0
4544,24,M,Low,6,55,87.89,9,4,Beauty,0.133,0.108,0.042,0.439,0.246,0.032,1,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",0
4545,20,F,Low,8,8,34.59,13,2,Electronics,0.511,0.146,0.077,0.039,0.205,0.023,0,"Customer service was unhelpful, slow to respond, and overall a frustrating experience.",0
4546,36,F,Mid,3,514,24.39,3,6,Apparel,0.15,0.331,0.235,0.155,0.08,0.049,0,I plan to keep the subscription because it offers consistent benefits that I find very useful.,0
4547,38,F,Mid,7,92,40.69,12,4,Beauty,0.017,0.043,0.015,0.562,0.215,0.148,0,"The price felt fair and reasonable compared to alternatives, and I believe the product was worth it.",0
4548,42,F,High,3,130,88.03,7,5,Apparel,0.151,0.261,0.261,0.185,0.123,0.018,0,"For the money I paid, this product was not worth it and I felt disappointed.",0
4549,43,F,Mid,5,95,220.44,5,5,Electronics,0.301,0.268,0.06,0.17,0.101,0.1,0,"Shipping was quick and the package arrived earlier than expected, which exceeded my expectations.",1
4550,39,M,Low,1,697,21.95,3,6,Electronics,0.296,0.047,0.252,0.098,0.134,0.173,0,"Customer service was very responsive and helpful whenever I had an issue, which gave me confidence.",0
4551,34,M,Mid,4,59,178.63,8,12,Sports,0.02,0.14,0.095,0.197,0.203,0.346,1,"For the price, I think this product provides great value and I would happily recommend it to others.",1
